ID,Flag_Cliente,Edad,Genero,Flag_Upgrade,MOB,DiasMora_201501,DiasMora_201502,DiasMora_201503,DiasMora_201504,DiasMora_201505,DiasMora_201506,NroPagosMensuales_u6m,FlagRefRCC_u12m,ClasRCC_u12m,NroEntRCC_TC,DeudaTC,LineaTC,NroTransacciones_PagaLaMitad_u12m,NroTransacciones_DispEfectivo_u12m,SaldoTotal_maximo_u12m
628169,1,46,0,0,106.3,0,0,0,0,0,0,5,1,0,1,10172.84,15150,0,14,10172.84
628713,1,28,1,0,106.066666666667,0,0,0,0,0,0,5,1,0,1,165.87,2300,0,0,497.32
629517,1,42,1,1,105.766666666667,0,0,0,0,0,0,6,1,0,1,201.42,34600,0,0,1818.9
629778,1,63,0,1,105.633333333333,0,0,0,0,0,0,6,1,0,1,90.92,8310,0,0,92.21
630051,0,30,0,0,105.533333333333,0,1,0,0,1,0,1,0,4,4,1198.34,1200,0,2,1243.16
630069,1,65,0,0,105.533333333333,0,0,0,21,0,0,4,1,0,2,145.52,1850,0,0,292.89
630240,1,48,0,1,105.466666666667,0,16,0,0,0,0,4,1,0,2,674.16,2200,0,0,2604.41
630373,1,37,0,1,105.4,0,0,0,0,0,0,5,1,0,1,111.44,23750,0,0,1544.55
630573,0,34,0,0,105.333333333333,15,16,46,46,47,46,1,1,4,5,488.44,1200,0,0,1323.25
630731,0,40,1,0,105.3,0,11,10,0,0,10,2,1,1,3,1118.47,1000,0,1,1118.47
630835,1,53,0,1,105.2,10,0,0,0,0,0,3,1,0,2,25.97,5000,0,0,274.72
631521,0,42,0,0,104.966666666667,61,62,0,1,1,31,0,1,4,5,4082.66,4000,0,0,4082.66
631730,0,62,0,1,104.9,0,0,0,0,0,0,6,1,4,1,174.23,600,0,0,606.29
631774,1,40,1,0,104.9,0,0,0,1,1,0,5,1,0,1,61.7,14400,0,0,1318.38
631833,0,80,0,1,104.866666666667,31,31,31,31,1,0,2,1,4,5,528.99,1500,0,0,1627.72
631885,1,35,0,0,104.866666666667,61,1,0,1,0,0,0,1,0,5,2457.06,8950,2,10,11096.98
631923,1,38,0,1,104.866666666667,0,0,0,0,0,0,5,1,0,1,1521.75,2000,1,1,1521.75
631927,0,38,0,0,104.866666666667,0,1,31,1,1,31,1,1,2,5,535.2,700,0,0,773.44
632623,1,36,1,1,104.633333333333,0,0,0,0,0,0,6,1,0,1,2335.53,4400,0,14,2757.91
632752,1,77,1,1,104.6,0,0,0,21,0,0,1,1,0,5,62.76,1000,0,0,929.63
632878,1,47,0,1,104.533333333333,20,21,51,51,21,0,1,1,0,5,1827.23,7120,6,0,9107.94
632904,1,51,0,1,104.5,0,0,0,0,0,0,5,1,0,1,575.35,20000,0,0,10148.43
633082,0,28,0,0,104.466666666667,15,16,0,0,0,0,2,1,0,3,4949.25,4600,4,4,5005.86
633084,1,36,1,0,104.466666666667,0,1,0,0,1,0,5,1,0,1,3287.2,11450,0,1,5899.55
633159,1,32,1,0,104.466666666667,0,0,0,0,0,0,6,1,1,1,1732.53,1700,3,19,1771.75
633313,0,34,0,0,104.433333333333,0,16,46,16,0,15,1,1,3,5,1872.24,2500,0,0,2003.7
633621,0,49,0,1,104.333333333333,0,0,10,0,0,10,4,1,1,1,737.41,11000,0,0,3892.7
633832,1,36,1,0,104.233333333333,10,0,0,0,0,10,4,1,1,1,3884.61,5700,0,0,4160.46
633917,1,53,1,1,104.2,0,0,0,0,0,0,5,1,0,1,3004.18,12400,1,18,4271.38
633925,1,31,0,0,104.2,0,31,61,1,1,0,3,1,0,2,1027.37,2200,0,0,1027.37
633962,1,49,1,1,104.2,0,0,0,0,0,0,4,1,0,1,3522.28,5300,0,0,4090.38
634076,1,46,0,0,104.166666666667,0,0,0,0,0,0,6,1,0,1,359.84,3150,2,0,3104.29
634620,1,40,0,0,103.966666666667,0,1,0,1,32,0,4,1,0,1,344.15,3750,0,1,2344.41
635135,0,43,0,0,103.8,0,26,25,0,0,0,2,0,1,4,673.89,1200,5,0,1250.09
635412,0,39,0,1,103.666666666667,20,21,51,0,0,20,1,1,3,5,260.18,1800,0,0,304.3
635541,1,33,0,0,103.633333333333,0,0,0,0,0,0,5,1,0,1,95.21,8500,0,12,915.62
635945,1,61,0,1,103.466666666667,0,0,0,0,0,0,4,1,0,1,160.86,4050,0,2,893.29
636085,1,29,0,1,103.4,0,0,0,0,0,0,5,1,0,1,24632.22,31500,0,0,31842.42
636245,1,30,1,0,103.3,0,0,0,0,0,0,6,1,4,1,137.17,455,2,0,490.88
636438,1,70,1,0,103.233333333333,0,0,0,0,0,0,6,1,0,1,603.63,2000,0,0,1282.7
636926,0,46,0,1,103,0,31,0,31,1,0,2,1,0,5,379.72,2200,0,0,925.45
637024,0,48,1,1,102.966666666667,0,0,0,0,1,0,3,1,5,3,8544.06,9210,2,1,9794.71
637130,1,63,0,1,102.9,0,0,0,0,0,0,6,1,0,1,19536.21,37000,0,0,20016
637762,1,36,1,1,102.633333333333,0,1,0,1,1,0,2,1,0,4,2555.08,4400,0,10,4398.8
638417,0,38,1,0,102.366666666667,0,0,0,16,0,15,2,1,4,5,715.35,700,0,0,715.35
638523,1,49,0,1,102.333333333333,0,0,0,0,0,0,5,1,0,1,1770.21,4590,1,22,6217.27
638526,1,69,1,0,102.333333333333,0,0,0,0,0,0,6,1,0,1,189.83,600,0,8,425.64
638584,1,45,0,1,102.3,0,0,0,0,0,0,4,1,0,1,3625.34,13550,0,0,9000.86
638971,1,44,1,1,102.2,0,0,5,0,0,0,5,1,0,1,1477.24,1440,10,8,1542.8
639365,1,33,1,0,102.033333333333,0,6,0,0,0,0,5,1,0,1,119.4,6150,0,0,499.35
639649,0,51,1,1,101.9,31,31,61,1,1,0,1,1,0,5,225.5,400,0,0,413.75
639785,1,54,1,1,101.833333333333,0,0,0,0,0,0,6,1,0,1,571.01,9650,0,0,578.45
639907,1,49,1,1,101.766666666667,0,0,0,0,0,0,3,1,0,1,511.53,4000,0,1,1962.43
640030,0,53,1,1,101.733333333333,0,0,0,0,0,0,4,1,0,2,7741.19,7850,10,7,9057.85
640885,1,56,1,0,101.266666666667,0,1,0,0,1,0,5,1,0,1,6295.76,11350,0,0,7279.71
641068,1,61,0,1,101.2,0,0,0,0,0,0,2,1,0,2,288,1000,1,0,1039.27
641069,1,35,0,0,101.2,0,0,0,0,0,5,4,1,0,1,1029.86,1000,0,3,1029.86
641292,1,40,0,0,101.1,0,6,5,6,6,36,2,1,0,5,398.77,3300,0,0,3355.82
641348,0,36,0,0,101.033333333333,0,0,5,0,0,5,3,1,2,3,499.92,500,0,0,551.95
641605,1,65,0,1,100.9,0,0,0,0,1,0,5,1,0,1,998.93,1000,0,0,998.93
641760,1,34,0,0,100.8,0,0,0,0,0,0,5,1,0,1,783.84,14350,0,0,1109.82
642028,1,46,1,1,100.633333333333,0,0,0,0,0,0,6,1,0,1,202.63,18000,0,0,3260.03
642510,1,55,0,1,100.333333333333,0,16,0,0,0,0,3,1,0,2,1574.38,40000,0,0,2547.82
642520,1,49,0,1,100.333333333333,0,0,0,0,0,0,6,1,0,1,1547.43,5850,1,1,3928.01
642590,0,36,1,1,100.266666666667,0,0,0,0,0,0,1,1,4,3,810.32,900,5,2,810.32
642738,0,30,0,0,100.2,10,11,10,0,11,41,2,1,0,5,866.77,850,0,1,906.93
642872,1,59,1,0,100.133333333333,5,6,5,0,6,0,2,1,0,4,213,1700,1,0,1377.07
642900,1,54,0,1,100.1,0,0,0,0,0,0,6,1,5,1,42.87,6500,0,0,43.03
642925,1,49,1,0,100.066666666667,0,0,0,6,0,5,5,1,0,1,59.74,1200,1,0,1250.73
642936,1,58,0,1,100.066666666667,0,6,0,0,0,0,5,1,0,1,703.04,6200,0,0,1441.06
643077,1,65,1,1,100,0,0,0,0,0,0,6,1,0,1,325.22,21500,0,0,2943.58
643159,1,64,0,1,99.9666666666667,0,1,0,1,1,0,4,1,1,1,197.8,3000,3,1,2971.08
643454,1,59,1,1,99.7666666666667,0,0,0,0,0,0,5,1,0,1,2455.2,5400,2,2,3308.49
643500,1,31,0,1,99.7333333333333,0,0,0,0,0,25,2,1,5,3,291.48,500,2,0,535.28
643540,1,62,0,0,99.7333333333333,0,0,0,0,0,0,4,1,0,1,482.42,3100,3,4,2737.76
643554,1,61,1,1,99.7333333333333,0,0,0,0,0,0,6,1,0,1,386.08,5000,0,0,386.08
643588,0,35,0,0,99.7,0,0,0,0,26,0,2,1,0,5,596.46,2400,0,8,3140.93
643652,0,53,1,1,99.6666666666667,0,0,0,26,26,25,2,1,0,4,1969.43,3810,8,4,3872.9
644271,1,31,1,1,99.3333333333333,0,0,0,0,0,15,4,1,0,1,109.74,3100,0,11,537.38
644347,1,45,0,0,99.2666666666667,0,0,0,0,11,0,4,1,0,2,229.82,1350,0,1,1073.58
644354,1,34,1,0,99.2666666666667,0,0,0,0,1,0,5,1,0,1,7143.14,16200,10,36,7143.14
644659,1,37,1,0,99.0333333333333,5,6,0,0,0,0,3,1,0,2,49.19,3250,2,0,1323.3
644757,0,35,1,0,99,5,36,5,6,37,36,2,1,2,5,489.57,700,0,0,702.89
645493,1,58,0,1,98.5,0,0,0,0,0,0,5,1,0,1,15704.19,13400,11,5,15704.19
646021,1,51,1,1,98.1666666666667,0,0,0,0,0,0,5,1,0,1,123.01,3050,0,1,508.47
646111,0,31,0,0,98.1,0,0,0,0,0,0,5,1,4,1,617.65,600,1,0,628.31
646509,0,31,1,0,97.8333333333333,0,1,0,1,1,31,3,1,2,4,1729.66,2400,0,0,1941.45
646618,1,28,1,1,97.7333333333333,0,0,0,0,0,25,2,1,0,4,1586.52,3600,1,2,2722.12
646658,1,57,1,1,97.7333333333333,0,0,0,0,0,0,5,1,0,1,185.83,15000,0,0,449.17
646937,1,57,1,1,97.5,0,0,0,0,0,0,4,1,0,1,1678.29,4000,0,0,2825.28
647015,1,36,1,0,97.4333333333333,0,6,5,6,37,0,2,0,1,5,2947.87,5250,0,4,3004.61
647153,1,55,0,1,97.3333333333333,0,0,0,0,0,0,5,1,0,1,423.78,22000,0,0,2512.69
647463,1,40,0,1,96.7666666666667,0,1,0,1,1,0,3,1,0,4,461.58,2200,0,0,1059.59
647653,1,54,0,1,96.5333333333333,0,0,0,0,0,0,5,1,0,1,268.66,8500,0,0,3257.63
647894,1,34,0,0,96.3333333333333,15,16,15,16,16,0,1,1,1,5,4489.5,5000,0,0,4951.25
648099,1,50,0,1,96.1,0,0,0,0,0,10,5,1,1,1,1439.09,18500,0,4,1439.09
648259,1,38,0,1,95.9333333333333,0,1,0,1,0,0,3,1,0,2,65.67,19250,0,0,465.33
648409,0,31,0,0,95.7666666666667,0,0,0,0,0,0,2,1,0,2,391.53,2400,0,0,1331.1
648558,1,32,1,0,95.6,0,0,0,0,0,25,4,1,0,1,3746.54,3200,0,0,3746.54
648783,1,39,0,1,95.4333333333333,0,0,0,0,0,0,6,1,0,1,1790.2,1800,0,0,3066.77
649026,1,33,0,1,95.2,0,0,0,0,0,0,5,1,0,1,22532.3,30000,0,0,26861.51
649114,1,35,0,0,24.6,0,0,0,0,0,0,6,1,0,1,666.03,1200,1,5,1011.82
649328,0,45,1,0,24.6,25,0,0,0,0,0,1,1,1,2,350.7,400,8,1,437.15
649408,0,27,0,0,24.6,0,0,0,0,0,0,4,1,0,1,1402.05,1400,3,0,1967.18
649679,0,33,0,0,24.6,0,0,25,26,26,0,1,1,1,5,619.43,900,0,6,1104.87
649732,0,41,1,0,24.6,56,0,25,0,26,0,1,1,4,5,190.37,400,0,0,445.19
649940,1,52,1,0,94.8333333333333,0,0,0,0,1,0,5,1,0,1,5747.82,5600,0,0,5747.82
649961,0,29,1,0,94.8333333333333,0,31,0,0,1,0,1,1,0,4,1083.94,1600,4,0,1690.86
650397,0,29,1,0,94.6666666666667,0,0,0,0,0,0,5,1,0,1,972.87,2200,2,1,2433.29
650679,0,28,0,0,24.5666666666667,0,0,0,0,0,25,4,1,1,2,194.57,500,0,2,321.69
650706,1,44,0,0,94.5666666666667,25,26,0,0,0,0,2,1,0,3,2896.68,3600,0,11,2896.68
650750,1,41,0,1,24.5666666666667,0,0,0,0,0,0,5,1,0,1,1650.53,1650,1,0,1714.5
651014,1,67,1,1,94.1333333333333,0,0,0,0,0,0,5,1,0,1,22.04,5300,0,1,1213.7
651118,0,44,1,1,93.9,36,0,0,6,0,0,1,1,3,5,485.71,480,0,1,522.66
651147,1,49,1,0,93.8666666666667,0,0,0,0,0,0,5,1,0,1,1109.37,1850,2,13,1964.89
651303,1,32,1,0,93.5,0,0,0,0,0,0,5,1,0,1,3515.99,7950,0,5,3648.39
651732,1,38,0,1,93.1333333333333,10,11,10,0,0,0,3,1,0,4,1975.78,2000,0,0,1994.28
652164,1,29,0,1,92.8,0,0,0,0,0,0,5,1,5,1,3601.99,3600,0,17,3601.99
652328,1,70,1,1,92.6666666666667,0,0,0,1,0,0,5,1,0,1,1565.52,2450,0,7,1751.18
652353,1,39,0,0,24.5333333333333,0,26,0,26,26,0,1,1,0,5,64.4,650,0,0,668.28
652401,0,40,1,0,92.5666666666667,0,0,25,0,0,25,5,1,0,1,40.98,13200,0,0,6518.19
653025,1,35,1,0,92,0,0,0,6,6,0,4,1,4,1,133.6,1200,0,0,412.45
653069,0,55,0,1,91.9666666666667,5,6,36,0,6,5,2,0,2,5,595.83,1000,0,5,840.51
653427,1,42,1,1,91.6,5,6,0,0,0,0,3,1,0,2,3132.76,4500,0,2,3319.37
653717,1,58,0,1,91.3666666666667,0,0,0,0,0,0,6,1,0,1,145.28,5000,1,3,1933.07
653796,0,27,0,0,24.5333333333333,0,0,25,56,0,0,1,1,0,4,295.58,350,0,1,365.47
653912,0,28,0,0,91.1,10,41,41,0,11,10,1,0,1,5,2353.17,3750,1,0,4644.67
654287,0,31,0,1,90.8,0,1,0,1,1,0,3,1,1,3,676.44,850,9,7,942.56
654293,1,38,1,0,90.8,0,1,0,0,1,0,5,1,0,1,88.95,19000,0,0,331.28
654435,1,36,0,1,90.6666666666667,0,0,0,0,0,0,5,1,0,1,355.84,9000,0,1,2119.25
654668,1,27,1,0,90.4666666666667,0,0,0,0,0,0,5,1,0,1,2461.67,3500,0,7,3054.01
654734,1,55,1,1,90.4333333333333,0,0,0,0,0,0,6,1,0,1,242.54,16800,0,0,9304.85
654783,1,44,1,1,90.3666666666667,0,0,0,0,0,0,4,1,0,1,348.81,9600,0,0,997.4
654798,1,38,0,1,90.3666666666667,0,0,0,21,0,0,2,1,0,5,1407.09,2450,0,0,2207.86
654949,1,44,1,1,90.2666666666667,15,0,0,0,0,15,4,1,5,2,1619.24,3800,0,1,1850.54
654973,1,55,1,1,90.2666666666667,0,0,0,0,0,0,4,1,0,1,34394.57,37200,1,4,34394.57
655008,1,52,0,1,90.2666666666667,0,0,0,0,0,0,6,1,0,1,1497.59,6050,3,3,2538.96
655123,1,50,1,0,90.2,0,0,0,0,1,0,5,1,0,1,1744.88,10250,0,0,2926.4
655178,1,47,1,1,90.2,0,0,0,0,0,0,3,1,0,2,246.8,2400,0,0,521.08
655486,0,27,0,0,90.0666666666667,0,11,10,0,11,0,2,1,1,4,540.66,1000,1,0,789.58
655630,1,34,1,0,90,0,0,0,0,0,0,4,1,4,1,956.67,1000,1,1,999.91
655667,1,66,1,1,89.9666666666667,5,0,0,0,0,0,4,1,0,1,195.21,11500,0,0,647.64
655852,0,28,0,0,24.5,0,1,0,31,32,0,2,1,0,5,159.91,150,0,0,172.38
655928,0,58,1,1,89.7333333333333,0,0,0,1,1,0,5,1,0,1,20.12,1200,0,0,54.46
656246,1,50,0,1,89.5666666666667,25,26,25,26,0,0,1,1,5,5,2947.71,3000,0,0,3088.58
656463,1,38,0,0,89.3333333333333,0,0,0,0,0,0,4,1,0,1,5664.75,8450,0,9,5664.75
656530,1,57,0,1,89.2666666666667,5,6,5,6,0,5,2,1,0,5,595.95,9350,1,0,1091.8
656989,0,38,1,0,89,10,0,10,0,0,10,3,1,4,4,1239.79,1400,0,0,1510.69
657111,1,26,1,0,88.9333333333333,0,0,0,0,0,0,5,1,0,1,1514.25,3650,0,17,2793.12
657383,1,32,1,0,88.7666666666667,0,1,0,0,1,0,5,1,0,1,1078.1,4250,0,2,1078.1
658054,0,51,0,1,88.3333333333333,0,0,0,0,0,0,1,1,4,4,6172.15,5800,0,0,12134.85
658235,0,41,1,0,88.2666666666667,15,16,0,16,16,46,2,1,4,5,874.41,800,0,0,874.41
658541,0,45,0,1,88.1,0,1,0,1,1,0,5,1,0,1,27809.13,27000,4,10,28836.87
658876,1,38,0,1,87.9333333333333,0,0,0,0,0,0,5,1,0,1,14010.77,33000,0,0,19228.36
659050,1,56,1,1,87.8666666666667,0,0,0,0,6,5,4,1,0,1,3173.61,5150,1,1,3923.47
659104,0,29,0,1,87.8333333333333,0,6,36,67,6,36,0,1,0,5,296.12,500,0,0,636.61
659221,1,56,1,1,87.7666666666667,0,0,0,0,0,0,6,1,0,1,6109.78,7700,0,0,6109.78
659225,1,78,1,1,87.7666666666667,0,0,0,1,0,0,5,1,0,1,43.03,800,0,0,751.64
659955,1,25,1,0,24.4666666666667,0,0,0,0,0,0,6,1,0,1,1499.2,1400,0,2,1499.2
659982,0,22,1,0,24.4666666666667,20,21,0,0,0,20,2,1,3,4,379.68,540,2,1,604.47
660085,1,30,1,1,87.3666666666667,0,0,0,0,0,20,4,1,0,2,1330.55,4000,0,0,1469.49
660355,1,72,0,1,87.2333333333333,0,0,0,0,0,0,6,1,0,1,244.29,1000,0,3,956.83
660523,1,39,1,0,87.1333333333333,0,0,0,0,0,0,5,1,0,1,391.29,16000,0,0,1254.7
661083,0,60,0,1,86.8666666666667,0,0,5,36,0,5,4,1,0,1,60.74,40000,0,0,850.92
661495,0,37,1,0,86.6666666666667,0,0,0,1,1,31,2,1,4,3,1011.53,1000,0,0,1011.53
661496,0,35,0,0,86.6666666666667,0,1,0,1,1,0,4,1,0,1,14657.39,14800,10,31,15296.38
661972,1,29,1,0,86.4,0,0,0,0,0,0,6,1,0,1,438.69,16000,0,3,2793.19
662007,1,58,0,0,86.3666666666667,0,0,0,11,11,0,4,1,0,1,463.49,1100,3,0,1040.5
663111,1,36,0,0,85.8,0,0,0,0,0,0,4,1,0,1,430.99,5800,0,0,687.48
663208,1,49,1,1,85.7333333333333,0,1,0,1,1,0,5,1,0,1,19781.05,34600,0,0,23909.19
663212,1,30,1,0,85.7333333333333,0,0,0,0,0,0,5,1,0,1,725.9,12250,0,0,1587.32
663322,1,28,0,0,85.6666666666667,0,0,0,0,1,0,5,1,0,1,148.29,1650,0,0,448.82
663330,1,47,0,1,85.6666666666667,0,0,0,0,0,0,6,1,0,1,215.83,24100,0,0,953.96
664268,0,27,0,0,24.4333333333333,0,0,20,21,21,20,1,1,0,5,317.11,2360,0,1,2875.31
664505,1,30,0,0,85,0,0,0,0,0,0,6,1,0,1,1884.44,1900,12,11,1895.07
664690,1,42,0,1,84.8666666666667,0,0,0,0,0,0,5,1,0,1,1693.72,6600,0,0,1693.72
664698,0,36,1,0,84.8666666666667,0,0,0,6,0,5,3,1,0,3,288.4,260,0,0,290.84
664743,1,42,0,1,84.8333333333333,0,0,0,0,0,0,5,1,0,1,11264.35,33600,0,0,11734.07
664840,0,30,0,0,84.7666666666667,0,0,0,0,0,5,1,1,0,2,743.41,900,0,0,743.41
665149,1,40,0,1,84.5666666666667,0,0,0,0,0,0,4,1,0,1,6677.69,10340,0,5,7275.61
665512,1,42,0,0,84.3666666666667,0,0,0,0,0,0,6,1,0,1,4352.49,7200,0,6,5059.49
665635,1,49,1,1,84.3,0,0,0,0,0,0,3,1,0,2,3070.58,16200,0,0,3070.58
665658,0,27,0,0,84.3,0,0,0,21,0,20,3,1,3,4,246.7,1000,0,0,1015.13
665825,1,33,0,0,24.4333333333333,0,0,0,0,0,0,5,1,0,1,1342.76,2200,0,0,1342.76
666866,0,44,0,1,83.6666666666667,0,1,0,31,1,0,2,1,0,5,232.16,1000,0,0,895.82
666982,1,32,0,1,83.6333333333333,0,1,0,0,0,0,4,1,0,1,44.45,8000,0,0,1087.6
667057,0,36,0,1,24.4333333333333,20,0,0,0,0,0,2,1,0,2,521.29,500,4,1,975.24
667234,0,39,0,1,83.5,0,26,0,0,0,0,3,1,0,1,1286.66,5000,0,0,1677.8
667446,1,68,1,1,83.4,0,0,0,0,0,0,4,1,0,1,2159.29,1400,0,0,2835
668105,1,31,0,0,83.2,0,1,0,1,1,0,4,1,0,1,2192,2350,3,2,2192
668130,1,58,1,1,83.1666666666667,0,0,0,0,0,0,5,1,5,1,12282.6,27500,10,0,12422.95
668138,1,37,1,0,22.1,0,0,0,11,0,0,4,1,0,1,370.8,800,0,0,400.23
668298,1,44,0,0,83.1,0,0,0,0,0,0,5,1,0,1,88.72,4200,0,0,872.89
668437,1,36,0,0,83.0666666666667,0,0,0,0,0,0,3,1,0,2,175.42,3300,0,0,1921.62
668798,1,65,1,0,82.8666666666667,0,0,0,0,0,0,5,1,0,1,784.04,31000,1,0,911.22
668868,1,47,0,1,82.8666666666667,0,0,25,0,26,25,0,1,1,5,1150.75,1500,0,0,1657.91
669158,1,33,0,0,22.0666666666667,0,0,0,0,0,0,4,1,0,1,727.35,1350,1,3,1345.76
669319,1,39,1,1,82.6666666666667,0,1,0,1,1,0,4,1,0,2,176.11,9600,0,1,3410.78
669527,0,25,1,0,22.0666666666667,46,0,15,16,0,0,1,0,3,5,2168.49,1260,3,0,3086.24
669593,0,25,0,0,24.4,51,0,20,51,52,0,1,1,2,5,42.68,1200,0,3,1287.63
669638,0,38,0,0,22.0666666666667,0,11,10,0,0,0,1,1,0,4,667.58,950,1,1,1142.81
669800,1,31,0,1,24.4,0,0,20,51,0,0,2,1,0,3,679.42,1200,4,2,1224.54
669841,1,34,1,1,82.5,0,0,0,0,0,0,5,1,0,1,56.53,5500,0,0,2229.19
669949,0,45,0,1,82.4666666666667,25,0,0,0,0,0,2,1,0,4,3072.26,3100,3,0,3072.26
670140,1,54,0,1,82.4,0,0,0,0,0,0,5,1,0,1,6830.52,10000,0,0,9941.11
670222,0,21,0,0,24.4,20,21,0,0,0,20,2,1,1,4,345.44,400,0,0,438.71
670444,1,48,0,1,82.2333333333333,0,21,0,0,21,20,2,1,4,4,874.77,1500,6,0,1639.28
670512,0,33,0,0,22.0666666666667,10,11,41,0,0,0,2,1,2,5,531.15,900,0,1,881.74
670549,1,60,0,1,28.5,0,0,0,1,0,0,4,1,0,2,777.54,800,0,3,777.54
670616,0,36,1,0,22.0666666666667,0,0,0,0,11,41,4,1,2,1,1939.09,2510,0,1,2907.02
670772,1,45,1,1,82,0,0,0,11,0,10,3,1,1,2,87.22,1800,1,0,189.81
670882,1,57,0,1,81.9333333333333,10,0,10,11,0,0,2,1,0,3,1011.56,4500,6,2,3025.79
671125,0,27,1,0,22.0666666666667,0,11,10,0,0,10,3,1,1,3,779.72,720,6,0,800.78
671130,0,41,1,0,22.0666666666667,0,11,0,0,0,0,3,1,1,3,640.7,600,4,0,669.83
671242,0,38,0,0,22.0666666666667,0,11,10,41,11,41,1,1,2,5,139.62,500,0,0,560.11
671587,1,53,1,1,81.4333333333333,0,0,0,0,0,0,4,1,0,1,1321.02,9000,0,7,1471.3
671627,0,24,0,0,22.0666666666667,41,41,71,72,42,0,0,1,3,5,353.38,900,0,0,899.83
671644,1,31,0,0,24.4,0,0,0,0,0,0,5,1,0,1,838.57,950,0,3,1043.11
671664,1,34,0,0,81.4,0,0,0,0,0,0,3,1,1,2,79.35,3000,0,1,1524.24
672152,1,23,0,0,22.0333333333333,0,0,0,1,1,0,2,0,1,4,269.66,800,2,0,647.94
672613,0,35,0,0,22.0333333333333,10,11,0,0,0,0,2,1,0,3,375.65,400,0,2,375.65
672729,0,43,1,0,80.8,0,1,0,1,32,0,2,1,1,5,294.53,800,3,0,896.76
672883,0,42,0,0,22.0333333333333,25,56,0,0,26,25,1,1,4,5,200.06,400,2,0,434.54
672954,1,41,0,0,80.6666666666667,0,0,0,0,0,0,5,1,0,1,8203.89,11250,0,0,8203.89
673009,0,60,0,0,22.0333333333333,5,0,5,6,6,36,2,1,2,5,328.02,300,2,2,328.02
673038,0,29,1,0,80.6,0,1,0,1,1,31,2,1,2,5,499.8,500,0,0,524.45
673061,1,49,1,0,80.5666666666667,0,0,0,0,1,0,5,1,0,1,14156.96,20000,0,85,14156.96
673160,0,31,1,0,24.4,20,51,0,21,52,20,1,1,4,5,317.46,400,0,0,510.68
673343,0,35,0,0,24.4,0,0,0,0,0,0,4,1,0,2,537,600,0,13,685.29
673863,1,47,0,1,80.1,0,0,0,0,0,0,5,1,0,1,2515.04,3800,0,0,4174.49
673915,1,39,1,1,80.0666666666667,0,0,0,0,0,0,6,1,1,1,500.92,16000,0,1,2665.99
674707,0,26,1,0,61.4,5,0,5,0,0,0,2,1,2,3,5014.16,5500,7,2,5709.83
674783,0,33,1,0,61.4,36,67,5,36,67,0,0,1,0,5,341.06,500,0,0,515.23
674784,1,76,0,1,61.4,0,0,0,0,0,0,6,1,0,1,359.68,400,11,9,395.85
674857,0,28,0,0,61.4,5,6,0,6,6,5,2,1,0,5,676.63,1260,0,3,928.67
674935,1,41,0,0,61.4,0,0,0,0,0,0,6,1,0,1,588.22,1300,0,3,928.55
674984,1,37,0,1,61.4,0,1,0,0,0,0,5,1,0,1,1962.87,4150,0,0,2610.55
675018,1,52,0,1,61.3666666666667,0,0,0,0,0,0,6,1,0,1,2123.84,3000,2,3,3708.66
675040,1,33,0,0,61.3666666666667,0,1,0,1,1,0,4,1,0,1,3848.41,6420,0,2,4488.8
675166,0,37,1,1,61.3666666666667,0,31,61,1,0,0,1,0,4,5,1419.91,1400,1,0,1664.43
675352,0,39,0,0,61.3333333333333,0,1,0,1,0,0,4,1,0,1,656.89,600,4,0,656.89
675557,1,54,1,0,61.3,5,6,5,6,0,5,3,1,0,3,1553.58,1800,0,0,2203.07
675623,1,44,1,1,61.3,0,0,0,0,0,10,5,1,1,1,2682.59,5000,0,2,2682.59
675639,1,25,1,0,61.2666666666667,0,0,0,0,1,0,4,1,0,2,685.55,1600,0,4,1050.3
675866,0,50,0,0,24.3666666666667,0,21,0,21,0,0,4,1,0,3,81.71,400,1,0,389.28
676018,0,26,0,0,61.2666666666667,0,1,31,1,1,0,1,1,2,5,682.28,650,0,0,761.03
676296,0,30,1,0,61.2333333333333,31,31,31,31,1,0,1,0,1,5,4991.74,3420,0,3,7881.59
677122,1,37,1,0,61.1666666666667,0,0,0,0,0,0,6,1,0,1,1673.99,4100,0,0,2701.22
677231,0,39,0,1,61.1666666666667,25,26,56,56,0,25,0,0,1,5,4421.03,2000,0,8,4996.24
677277,0,35,1,0,61.1666666666667,25,26,0,26,0,25,1,1,1,5,167.8,1000,0,0,1007.91
677779,1,58,0,1,61.0666666666667,0,0,0,0,0,0,6,1,0,1,1463.92,30000,0,9,1792.48
677929,0,28,0,0,61.0666666666667,0,0,25,0,0,0,3,1,0,3,440.82,600,0,0,696.5
678164,1,33,1,0,61.0333333333333,0,0,0,0,0,20,4,1,1,2,1038.24,2800,0,0,1234.69
678301,1,44,1,0,61.0333333333333,0,0,0,0,0,0,3,1,1,1,2733.21,6150,0,9,7511.12
678534,1,28,0,0,61.0333333333333,20,0,0,0,0,0,4,1,0,2,281.73,2050,0,0,1806.41
678592,1,62,0,0,61,0,0,0,0,0,0,2,1,1,4,484.13,600,0,0,618.66
678799,1,53,1,0,61,0,0,0,0,0,0,6,1,0,1,8166.57,9800,1,0,12088.69
678869,0,27,0,0,61,20,0,20,0,0,0,3,1,0,4,500.85,500,0,0,500.85
678981,0,31,0,0,60.9666666666667,0,0,0,0,0,0,4,1,0,1,628.92,700,3,1,662.04
